customer_id,days_since_last_purchase,purchase_frequency,cumulative_spending,annual_income,days_since_signup,PCA1,PCA2,Cluster,Segment
CUST00114,628.0,2.0,47000.0,931315.0,1127.0,-1.3956982432691498,0.048419565052846676,3,At-Risk Customers
CUST00115,449.0,4.0,122500.0,265136.0,510.0,-0.8258420249973119,-1.0990005027853118,0,Occasional Shoppers
CUST00116,692.0,6.0,40200.0,931315.0,2486.0,-1.1399910315964534,1.7514710089646703,3,At-Risk Customers
CUST00117,25.0,3.0,38000.0,3850887.0,361.0,-0.21793799304467523,-1.0320644499099811,2,Big Spenders
CUST00118,60.0,33.0,2285830.0,931315.0,1288.0,6.006799142719617,0.2524913455745378,1,Loyal Customers
CUST00119,128.0,3.0,143100.0,265136.0,1693.0,-0.43850669490337574,-0.2390472280057822,0,Occasional Shoppers
CUST00120,16.0,5.0,150500.0,931315.0,626.0,0.007436630575167248,-1.4690972380350882,0,Occasional Shoppers
CUST00121,36.0,2.0,13120.0,931315.0,1740.0,-0.5646223148000864,-0.2044993209456517,0,Occasional Shoppers
CUST00122,129.0,6.0,423060.0,3850887.0,334.0,0.5167817760647524,-0.748133497711063,2,Big Spenders
CUST00123,25.0,6.0,69280.0,265136.0,826.0,-0.07159567092632659,-1.4222452651270179,0,Occasional Shoppers
CUST00124,326.0,4.0,247500.0,265136.0,341.0,-0.44218823310397115,-1.4511563083998706,0,Occasional Shoppers
CUST00125,174.0,3.0,15400.0,931315.0,1244.0,-0.6573079823156733,-0.5526709968184256,0,Occasional Shoppers
CUST00126,462.0,7.0,179120.0,931315.0,2153.0,-0.4677694196989681,1.04629913436314,3,At-Risk Customers
CUST00127,41.0,7.0,153000.0,931315.0,941.0,0.16489849869690823,-1.0507419047684308,0,Occasional Shoppers
CUST00128,141.0,5.0,112000.0,265136.0,526.0,-0.27418917829024714,-1.5750109101612129,0,Occasional Shoppers
CUST00129,619.0,4.0,104500.0,931315.0,2137.0,-1.12090812672401,1.2389954914220696,3,At-Risk Customers
CUST00130,686.0,3.0,203600.0,931315.0,2007.0,-1.1669927398521018,1.2241868621870984,3,At-Risk Customers
CUST00131,21.0,31.0,1912940.0,265136.0,2025.0,5.237608526728989,0.7306562824784925,1,Loyal Customers
CUST00132,408.0,4.0,28200.0,931315.0,1491.0,-0.8999210013367719,0.12157257027877996,0,Occasional Shoppers
CUST00133,396.0,6.0,144800.0,931315.0,2041.0,-0.5172453285052072,0.7925149923839305,3,At-Risk Customers
CUST00134,588.0,4.0,259200.0,265136.0,2148.0,-0.8715119553063126,1.0766327270487042,3,At-Risk Customers
CUST00135,246.0,4.0,207000.0,7914775.0,254.0,0.02349964893382691,0.3485047416779379,2,Big Spenders
CUST00136,328.0,5.0,136300.0,931315.0,869.0,-0.49520545216186146,-0.6884240146830121,0,Occasional Shoppers
CUST00137,110.0,4.0,49800.0,931315.0,872.0,-0.3969714128609801,-1.0712830380339184,0,Occasional Shoppers
CUST00138,13.0,3.0,101010.0,931315.0,1241.0,-0.2809444262944055,-0.7864679159226903,0,Occasional Shoppers
CUST00139,383.0,5.0,100000.0,265136.0,967.0,-0.6724335158317487,-0.6761545536190062,0,Occasional Shoppers
CUST00140,253.0,4.0,25600.0,265136.0,1499.0,-0.703726130934622,-0.2978286924394656,0,Occasional Shoppers
CUST00141,90.0,22.0,1280840.0,931315.0,2252.0,3.2894914236974953,1.0192456961576515,1,Loyal Customers
CUST00143,63.0,26.0,1546850.0,3850887.0,1317.0,4.319287331916698,0.7808271809100932,1,Loyal Customers
CUST00144,55.0,38.0,2067000.0,931315.0,1318.0,6.17770057906536,0.23183180165449438,1,Loyal Customers
CUST00145,48.0,3.0,137500.0,265136.0,81.0,-0.2817316133237682,-2.2446080691984585,0,Occasional Shoppers
CUST00146,220.0,5.0,526700.0,3850887.0,557.0,0.4316077096552672,-0.3121810167229408,2,Big Spenders
CUST00147,14.0,22.0,774650.0,265136.0,692.0,2.6342385871113128,-1.2681686726714552,1,Loyal Customers
CUST00148,60.0,5.0,259700.0,265136.0,1247.0,0.05633972801810184,-0.8166835370785334,0,Occasional Shoppers
CUST00149,189.0,3.0,404000.0,931315.0,397.0,-0.059861464395189114,-1.3809291162995727,0,Occasional Shoppers
CUST00150,44.0,6.0,542030.0,931315.0,54.0,0.6822443989761505,-1.95015032915449,0,Occasional Shoppers
CUST00151,1235.0,1.0,3000.0,265136.0,1785.0,-2.5390591712891664,1.593664174959083,3,At-Risk Customers
CUST00152,45.0,4.0,44500.0,931315.0,2085.0,-0.33927093615554416,0.23280827698796466,0,Occasional Shoppers
CUST00153,577.0,10.0,403000.0,265136.0,1404.0,-0.013054501395994504,0.27533545162666384,3,At-Risk Customers
CUST00154,73.0,9.0,111300.0,931315.0,2579.0,0.2078527967980015,0.9024158223276773,0,Occasional Shoppers
CUST00155,25.0,3.0,187600.0,931315.0,916.0,-0.1572755661028487,-1.1155428505650964,0,Occasional Shoppers
CUST00156,48.0,21.0,597490.0,265136.0,1389.0,2.1912643780703154,-0.4686617974449976,1,Loyal Customers
CUST00157,342.0,1.0,27000.0,265136.0,1166.0,-1.1280640680781324,-0.5574635307034154,0,Occasional Shoppers
CUST00158,94.0,6.0,108950.0,265136.0,1218.0,-0.1261500693476599,-0.8416057034694465,0,Occasional Shoppers
CUST00159,205.0,9.0,177120.0,931315.0,1606.0,0.13481091449266008,0.006083988597388891,0,Occasional Shoppers
CUST00160,363.0,6.0,67900.0,931315.0,923.0,-0.5549063156259952,-0.5871099422325321,0,Occasional Shoppers
CUST00161,38.0,19.0,935200.0,265136.0,2159.0,2.5043988113656632,0.5150586504661724,1,Loyal Customers
CUST00162,74.0,3.0,28500.0,931315.0,79.0,-0.453536446595804,-2.0642450757381674,0,Occasional Shoppers
CUST00163,15.0,9.0,237200.0,265136.0,978.0,0.4978118841084936,-1.187992145131887,0,Occasional Shoppers
CUST00164,401.0,4.0,68600.0,3850887.0,1280.0,-0.667277824428955,0.6586561696277102,2,Big Spenders
CUST00165,208.0,2.0,4090.0,265136.0,845.0,-0.8507974374344472,-1.1491532423163826,0,Occasional Shoppers
CUST00166,9.0,5.0,127000.0,931315.0,2304.0,-0.06362122047430206,0.4630532233229477,0,Occasional Shoppers
CUST00167,80.0,2.0,22500.0,265136.0,2042.0,-0.6604670858561695,0.04286986253825044,0,Occasional Shoppers
CUST00168,136.0,6.0,155400.0,265136.0,1347.0,-0.12210227379189324,-0.6080338568570451,0,Occasional Shoppers
CUST00169,44.0,22.0,1558400.0,3850887.0,1871.0,3.950519945254366,1.3766813572820507,1,Loyal Customers
CUST00170,258.0,6.0,80690.0,3850887.0,1309.0,-0.23196052232376058,0.4768740385955109,2,Big Spenders
CUST00171,161.0,6.0,101800.0,931315.0,1737.0,-0.2178911864167746,0.04550164591184012,0,Occasional Shoppers
CUST00172,25.0,8.0,394100.0,3850887.0,1224.0,0.8063445627236855,0.12025393400281399,2,Big Spenders
CUST00173,274.0,4.0,73000.0,931315.0,1947.0,-0.6397842648836335,0.45117288697945435,0,Occasional Shoppers
CUST00174,136.0,4.0,90150.0,931315.0,1399.0,-0.38879089822963725,-0.40272388263822817,0,Occasional Shoppers
CUST00175,157.0,5.0,161400.0,265136.0,1208.0,-0.24111080891513076,-0.7392237146031664,0,Occasional Shoppers
CUST00176,15.0,17.0,598100.0,931315.0,1596.0,1.8715687292733736,-0.12468490183628751,0,Occasional Shoppers
CUST00177,327.0,3.0,1810.0,931315.0,1179.0,-0.9089777148282308,-0.3862772059787013,0,Occasional Shoppers
CUST00178,26.0,4.0,29400.0,265136.0,1981.0,-0.3659551283281844,-0.10188914957592393,0,Occasional Shoppers
CUST00179,420.0,4.0,223000.0,265136.0,997.0,-0.6405346248089966,-0.5450917591884028,0,Occasional Shoppers
CUST00180,328.0,4.0,351900.0,265136.0,1837.0,-0.3254126197650626,0.3274824533490029,0,Occasional Shoppers
CUST00181,27.0,10.0,78690.0,931315.0,619.0,0.38097879816359587,-1.4568315215713072,0,Occasional Shoppers
CUST00182,1393.0,2.0,227000.0,3850887.0,1605.0,-2.1406040930186054,2.67881768421817,3,At-Risk Customers
CUST00183,24.0,5.0,50500.0,265136.0,2083.0,-0.23317027545450167,0.02614420793442087,0,Occasional Shoppers
CUST00184,408.0,3.0,42400.0,3850887.0,2166.0,-0.8423379808787105,1.6859498838494422,2,Big Spenders
CUST00185,302.0,3.0,19560.0,7914775.0,1249.0,-0.47680697445873416,1.526529232013193,2,Big Spenders
CUST00186,26.0,3.0,17500.0,7914775.0,2197.0,-0.08622389943524306,2.1834261886356585,2,Big Spenders
CUST00187,41.0,2.0,166000.0,265136.0,2252.0,-0.38634958180661766,0.2731905146626659,0,Occasional Shoppers
CUST00188,59.0,3.0,9800.0,931315.0,1785.0,-0.5058183497288541,-0.11078919356978563,0,Occasional Shoppers
CUST00189,57.0,4.0,14200.0,265136.0,2087.0,-0.4393130393192288,0.06616805334975666,0,Occasional Shoppers
CUST00190,434.0,6.0,93110.0,3850887.0,1633.0,-0.4891804965587155,1.1416094060248858,2,Big Spenders
CUST00191,38.0,18.0,805190.0,265136.0,1560.0,2.2207706508693086,-0.23135207809955152,1,Loyal Customers
CUST00192,179.0,7.0,87500.0,931315.0,1887.0,-0.17121486948836545,0.249516870600518,0,Occasional Shoppers
CUST00193,108.0,6.0,447270.0,265136.0,118.0,0.40241357327073823,-1.9828613046781638,0,Occasional Shoppers
CUST00194,109.0,7.0,70200.0,265136.0,1905.0,-0.1270778643210771,-0.02625750030900829,0,Occasional Shoppers
CUST00195,417.0,3.0,279000.0,931315.0,426.0,-0.5993047779182641,-1.0223368063687528,0,Occasional Shoppers
CUST00196,116.0,3.0,48300.0,265136.0,2145.0,-0.5782432342248109,0.23492272514898238,0,Occasional Shoppers
CUST00197,466.0,5.0,132580.0,931315.0,1355.0,-0.723874164398613,0.0979514434220516,3,At-Risk Customers
CUST00198,90.0,5.0,236690.0,931315.0,154.0,0.04024824448032652,-1.869325351793284,0,Occasional Shoppers
CUST00199,59.0,7.0,64220.0,931315.0,595.0,0.010492682987686151,-1.4544049885638732,0,Occasional Shoppers
CUST00200,39.0,3.0,129500.0,931315.0,1512.0,-0.284037660034431,-0.41967405085048426,0,Occasional Shoppers
CUST00201,268.0,2.0,117000.0,931315.0,987.0,-0.7371386424985196,-0.6708011589335534,0,Occasional Shoppers
CUST00202,18.0,23.0,1250400.0,265136.0,922.0,3.4531769538872688,-0.8264748710666204,1,Loyal Customers
CUST00203,483.0,4.0,57500.0,3850887.0,1620.0,-0.8182070191557294,1.182453507620333,2,Big Spenders
CUST00204,824.0,3.0,6590.0,931315.0,1468.0,-1.6648856393267406,0.7525731912313669,3,At-Risk Customers
CUST00205,84.0,5.0,80900.0,265136.0,1163.0,-0.2526539033541022,-0.9366941893031524,0,Occasional Shoppers
CUST00206,211.0,10.0,181020.0,265136.0,1549.0,0.19814003543466477,-0.22173781425281763,0,Occasional Shoppers
CUST00207,892.0,2.0,266000.0,931315.0,897.0,-1.4541312158529909,0.2812085642326802,3,At-Risk Customers
CUST00208,76.0,4.0,166700.0,265136.0,2379.0,-0.24174667467380975,0.4884137712295427,0,Occasional Shoppers
CUST00209,18.0,3.0,113500.0,265136.0,608.0,-0.28733444018327864,-1.688272955830243,0,Occasional Shoppers
CUST00210,3.0,7.0,219000.0,3850887.0,1188.0,0.4715631220826871,-0.02225571540637983,2,Big Spenders
CUST00211,128.0,7.0,307500.0,3850887.0,1477.0,0.4097372669941774,0.545527150287338,2,Big Spenders
CUST00212,49.0,8.0,488520.0,7914775.0,1665.0,1.1176134867820267,1.7896964990697601,2,Big Spenders
CUST00213,243.0,7.0,173370.0,265136.0,1837.0,-0.17033944327120631,0.14586026604998617,0,Occasional Shoppers
CUST00214,13.0,29.0,1398400.0,931315.0,1811.0,4.299792565778409,0.4604219244192137,1,Loyal Customers
CUST00215,38.0,9.0,297680.0,3850887.0,1480.0,0.7315312497367266,0.4114637709651433,2,Big Spenders
CUST00216,163.0,2.0,20350.0,931315.0,351.0,-0.7088113287253085,-1.6126747360482103,0,Occasional Shoppers
CUST00217,387.0,7.0,181600.0,265136.0,1827.0,-0.37628873472521196,0.3691549052595663,0,Occasional Shoppers
CUST00218,411.0,5.0,60700.0,931315.0,2536.0,-0.7828303040359518,1.3582295670705233,3,At-Risk Customers
CUST00219,10.0,7.0,142670.0,265136.0,2159.0,0.12787434817566204,0.13428255878798329,0,Occasional Shoppers
CUST00220,52.0,4.0,58900.0,931315.0,678.0,-0.2895601395767181,-1.3872841395934943,0,Occasional Shoppers
CUST00221,109.0,4.0,112000.0,265136.0,114.0,-0.31444730300139945,-2.1111685957298594,0,Occasional Shoppers
CUST00222,294.0,5.0,95400.0,7914775.0,2112.0,-0.17135707563270322,2.554019217962846,2,Big Spenders
CUST00223,22.0,30.0,1289400.0,931315.0,1193.0,4.235465664447176,-0.2755381236821989,1,Loyal Customers
CUST00224,49.0,6.0,104080.0,265136.0,1440.0,-0.0712682971702183,-0.6576258443882917,0,Occasional Shoppers
CUST00225,0.0,5.0,95000.0,3850887.0,2081.0,0.06111646529364626,0.9582540603022058,2,Big Spenders
CUST00226,112.0,6.0,179780.0,3850887.0,914.0,0.15296955787005162,-0.18402622193105322,2,Big Spenders
CUST00227,36.0,14.0,679660.0,931315.0,1575.0,1.6653085007545863,-0.10373448898111047,0,Occasional Shoppers
CUST00228,6.0,5.0,269500.0,931315.0,1023.0,0.19474270154112766,-0.9829164221346004,0,Occasional Shoppers
CUST00229,20.0,4.0,117400.0,265136.0,1483.0,-0.2080612683844408,-0.6606901331179327,0,Occasional Shoppers
CUST00230,128.0,4.0,266500.0,7914775.0,1033.0,0.27313612571808543,1.0845485922076787,2,Big Spenders
CUST00231,411.0,4.0,129600.0,265136.0,521.0,-0.7574716062912956,-1.1450382098729635,0,Occasional Shoppers
CUST00232,279.0,6.0,134060.0,265136.0,1715.0,-0.38224545340398813,0.04315946931657314,0,Occasional Shoppers
CUST00233,82.0,1.0,1500.0,265136.0,1596.0,-0.7837540207505588,-0.48518871383624157,0,Occasional Shoppers
CUST00234,775.0,4.0,77400.0,3850887.0,1190.0,-1.2197613723962164,1.1598492973090258,3,At-Risk Customers
CUST00235,120.0,6.0,59360.0,265136.0,2079.0,-0.26527062136316365,0.18469502435590274,0,Occasional Shoppers
CUST00236,424.0,2.0,10700.0,931315.0,1951.0,-1.163805028857031,0.6654842359981671,3,At-Risk Customers
CUST00237,399.0,4.0,56070.0,931315.0,434.0,-0.8146965750043882,-1.112677354834825,0,Occasional Shoppers
